"interaction_id","survey_id","Classical_Anxiety","Country_Anxiety","EDM_Anxiety","Folk_Anxiety","Gospel_Anxiety","HipHop_Anxiety","Jass_Anxiety","Kpop_Anxiety","Latin_Anxiety","Lofi_Anxiety","Metal_Anxiety","Pop_Anxiety","RB_Anxiety","Rap_Anxiety","Rock_Anxiety","VideoGameMusic_Anxiety","Classical_Depression","Country_Depression","EDM_Depression","Folk_Depression","Gospel_Depression","HipHop_Depression","Jass_Depression","Kpop_Depression","Latin_Depression","Lofi_Depression","Metal_Depression","Pop_Depression","RB_Depression","Rap_Depression","Rock_Depression","VideoGameMusic_Depression","Classical_Insomnia","Country_Insomnia","EDM_Insomnia","Folk_Insomnia","Gospel_Insomnia","HipHop_Insomnia","Jass_Insomnia","Kpop_Insomnia","Latin_Insomnia","Lofi_Insomnia","Metal_Insomnia","Pop_Insomnia","RB_Insomnia","Rap_Insomnia","Rock_Insomnia","VideoGameMusic_Insomnia","Classical_OCD","Country_OCD","EDM_OCD","Folk_OCD","Gospel_OCD","HipHop_OCD","Jass_OCD","Kpop_OCD","Latin_OCD","Lofi_OCD","Metal_OCD","Pop_OCD","RB_OCD","Rap_OCD","Rock_OCD","VideoGameMusic_OCD"
601,601,0.125,0.0,0.375,0.0,0.125,0.25,0.0,0.375,0.0,0.0,0.125,0.375,0.25,0.25,0.25,0.0,0.166667,0.0,0.5,0.0,0.166667,0.333333,0.0,0.5,0.0,0.0,0.166667,0.5,0.333333,0.333333,0.333333,0.0,0.125,0.0,0.375,0.0,0.125,0.25,0.0,0.375,0.0,0.0,0.125,0.375,0.25,0.25,0.25,0.0,0.125,0.0,0.375,0.0,0.125,0.25,0.0,0.375,0.0,0.0,0.125,0.375,0.25,0.25,0.25,0.0
602,602,0.75,0.25,0.0,0.0,0.25,0.75,0.75,0.25,0.0,0.5,0.0,0.5,0.5,0.5,0.25,0.25,1.5,0.5,0.0,0.0,0.5,1.5,1.5,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,3.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.75,0.25,0.0,0.0,0.25,0.75,0.75,0.25,0.0,0.5,0.0,0.5,0.5,0.5,0.25,0.25
603,603,0.125,0.25,0.0,0.375,0.0,0.125,0.125,0.0,0.0,0.0,0.375,0.375,0.375,0.125,0.375,0.25,0.2,0.4,0.0,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.6,0.6,0.2,0.6,0.4,0.111111,0.222222,0.0,0.333333,0.0,0.111111,0.111111,0.0,0.0,0.0,0.333333,0.333333,0.333333,0.111111,0.333333,0.222222,0.111111,0.222222,0.0,0.333333,0.0,0.111111,0.111111,0.0,0.0,0.0,0.333333,0.333333,0.333333,0.111111,0.333333,0.222222
604,604,0.142857,0.142857,0.285714,0.285714,0.0,0.0,0.0,0.0,0.142857,0.428571,0.142857,0.428571,0.142857,0.142857,0.428571,0.285714,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.5,0.5,1.5,0.5,0.5,1.5,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,0.2,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.6,0.2,0.2,0.6,0.4
605,605,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.2,0.2,0.142857,0.428571,0.0,0.428571,0.0,0.0,0.142857,0.0,0.0,0.0,0.428571,0.142857,0.0,0.142857,0.285714,0.285714,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.142857,0.428571,0.0,0.428571,0.0,0.0,0.142857,0.0,0.0,0.0,0.428571,0.142857,0.0,0.142857,0.285714,0.285714
606,606,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.1,0.0,0.3,0.2,0.2,0.2,0.2,0.0,0.0,0.285714,0.0,0.0,0.285714,0.285714,0.285714,0.285714,0.142857,0.0,0.428571,0.285714,0.285714,0.285714,0.285714,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.25,0.0,0.75,0.5,0.5,0.5,0.5,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0
607,607,0.166667,0.0,0.166667,0.0,0.0,0.333333,0.166667,0.166667,0.0,0.333333,0.0,0.333333,0.166667,0.5,0.0,0.166667,0.111111,0.0,0.111111,0.0,0.0,0.222222,0.111111,0.111111,0.0,0.222222,0.0,0.222222,0.111111,0.333333,0.0,0.111111,0.125,0.0,0.125,0.0,0.0,0.25,0.125,0.125,0.0,0.25,0.0,0.25,0.125,0.375,0.0,0.125,0.2,0.0,0.2,0.0,0.0,0.4,0.2,0.2,0.0,0.4,0.0,0.4,0.2,0.6,0.0,0.2
608,608,0.375,0.125,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.125,0.25,0.125,0.125,0.25,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.2,0.1,0.1,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.4,0.2,0.2,0.4,0.0,0.5,0.166667,0.0,0.0,0.0,0.0,0.333333,0.0,0.166667,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.0
609,609,0.0,0.0,0.0,0.0,0.0,0.285714,0.142857,0.142857,0.0,0.142857,0.0,0.428571,0.428571,0.285714,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.285714,0.142857,0.142857,0.0,0.142857,0.0,0.428571,0.428571,0.285714,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.0,0.25,0.0,0.75,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.285714,0.142857,0.142857,0.0,0.142857,0.0,0.428571,0.428571,0.285714,0.142857,0.142857
610,610,0.272727,0.181818,0.0,0.181818,0.0,0.272727,0.0909091,0.272727,0.272727,0.272727,0.0,0.272727,0.272727,0.272727,0.272727,0.181818,0.428571,0.285714,0.0,0.285714,0.0,0.428571,0.142857,0.428571,0.428571,0.428571,0.0,0.428571,0.428571,0.428571,0.428571,0.285714,0.75,0.5,0.0,0.5,0.0,0.75,0.25,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.5,0.333333,0.222222,0.0,0.222222,0.0,0.333333,0.111111,0.333333,0.333333,0.333333,0.0,0.333333,0.333333,0.333333,0.333333,0.222222
611,611,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.25,0.0,0.375,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
612,612,0.0,0.0909091,0.0,0.0,0.0,0.0909091,0.0,0.0,0.0,0.0909091,0.181818,0.272727,0.0909091,0.0909091,0.272727,0.272727,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.25,0.375,0.125,0.125,0.375,0.375,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.6,0.2,0.2,0.6,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.6,0.2,0.2,0.6,0.6
613,613,0.666667,0.666667,0.333333,0.333333,0.333333,0.666667,0.666667,0.333333,0.333333,1.0,0.0,0.333333,0.333333,0.333333,0.333333,0.333333,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.333333,0.333333,0.166667,0.166667,0.166667,0.333333,0.333333,0.166667,0.166667,0.5,0.0,0.166667,0.166667,0.166667,0.166667,0.166667
614,614,0.333333,0.166667,0.0,0.333333,0.0,0.166667,0.166667,0.166667,0.166667,0.0,0.5,0.333333,0.166667,0.166667,0.5,0.0,0.2,0.1,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.2,0.1,0.1,0.3,0.0,0.2,0.1,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.2,0.1,0.1,0.3,0.0,0.285714,0.142857,0.0,0.285714,0.0,0.142857,0.142857,0.142857,0.142857,0.0,0.428571,0.285714,0.142857,0.142857,0.428571,0.0
615,615,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.666667,0.333333,0.333333,0.666667,0.0,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.666667,0.333333,0.333333,0.666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0
616,616,0.125,0.0,0.0,0.125,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.375,0.0,0.222222,0.0,0.0,0.222222,0.0,0.444444,0.444444,0.0,0.444444,0.0,0.0,0.0,0.444444,0.444444,0.666667,0.0,0.222222,0.0,0.0,0.222222,0.0,0.444444,0.444444,0.0,0.444444,0.0,0.0,0.0,0.444444,0.444444,0.666667,0.0,0.153846,0.0,0.0,0.153846,0.0,0.307692,0.307692,0.0,0.307692,0.0,0.0,0.0,0.307692,0.307692,0.461538,0.0
617,617,0.333333,0.0,0.5,0.166667,0.0,0.166667,0.166667,0.166667,0.333333,0.166667,0.333333,0.5,0.5,0.166667,0.333333,0.333333,0.4,0.0,0.6,0.2,0.0,0.2,0.2,0.2,0.4,0.2,0.4,0.6,0.6,0.2,0.4,0.4,0.181818,0.0,0.272727,0.0909091,0.0,0.0909091,0.0909091,0.0909091,0.181818,0.0909091,0.181818,0.272727,0.272727,0.0909091,0.181818,0.181818,0.25,0.0,0.375,0.125,0.0,0.125,0.125,0.125,0.25,0.125,0.25,0.375,0.375,0.125,0.25,0.25
618,618,0.222222,0.0,0.111111,0.0,0.222222,0.0,0.111111,0.333333,0.0,0.222222,0.0,0.333333,0.222222,0.0,0.111111,0.0,0.25,0.0,0.125,0.0,0.25,0.0,0.125,0.375,0.0,0.25,0.0,0.375,0.25,0.0,0.125,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,1.5,0.0,1.0,0.0,1.5,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,1.5,0.0,1.0,0.0,1.5,1.0,0.0,0.5,0.0
619,619,0.375,0.0,0.25,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.125,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
620,620,0.0,0.166667,0.0,0.166667,0.0,0.166667,0.166667,0.166667,0.0,0.333333,0.0,0.5,0.166667,0.166667,0.333333,0.166667,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.5,0.0,0.75,0.25,0.25,0.5,0.25,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.4,0.0,0.6,0.2,0.2,0.4,0.2,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.5,0.5,0.5,1.0,0.5
621,621,0.666667,1.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.333333,0.666667,0.0,1.0,0.333333,0.333333,0.666667,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,0.666667,1.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.333333,0.666667,0.0,1.0,0.333333,0.333333,0.666667,0.0
622,622,0.25,0.125,0.0,0.25,0.125,0.125,0.125,0.0,0.125,0.0,0.375,0.375,0.125,0.125,0.375,0.375,0.181818,0.0909091,0.0,0.181818,0.0909091,0.0909091,0.0909091,0.0,0.0909091,0.0,0.272727,0.272727,0.0909091,0.0909091,0.272727,0.272727,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,0.222222,0.111111,0.0,0.222222,0.111111,0.111111,0.111111,0.0,0.111111,0.0,0.333333,0.333333,0.111111,0.111111,0.333333,0.333333
623,623,0.0,0.111111,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.333333,0.0,0.222222,0.333333,0.222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.666667,1.0,0.666667,0.0,0.0
624,624,0.272727,0.181818,0.0909091,0.0,0.0909091,0.0909091,0.0909091,0.272727,0.181818,0.272727,0.0909091,0.272727,0.0909091,0.0909091,0.181818,0.0909091,0.333333,0.222222,0.111111,0.0,0.111111,0.111111,0.111111,0.333333,0.222222,0.333333,0.111111,0.333333,0.111111,0.111111,0.222222,0.111111,1.5,1.0,0.5,0.0,0.5,0.5,0.5,1.5,1.0,1.5,0.5,1.5,0.5,0.5,1.0,0.5,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0
625,625,0.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.142857,0.0,0.428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.6,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.75
626,626,0.0909091,0.0,0.0,0.0909091,0.0,0.0,0.0,0.0909091,0.0909091,0.0,0.272727,0.181818,0.0909091,0.0909091,0.272727,0.0,0.0909091,0.0,0.0,0.0909091,0.0,0.0,0.0,0.0909091,0.0909091,0.0,0.272727,0.181818,0.0909091,0.0909091,0.272727,0.0,0.0909091,0.0,0.0,0.0909091,0.0,0.0,0.0,0.0909091,0.0909091,0.0,0.272727,0.181818,0.0909091,0.0909091,0.272727,0.0,0.111111,0.0,0.0,0.111111,0.0,0.0,0.0,0.111111,0.111111,0.0,0.333333,0.222222,0.111111,0.111111,0.333333,0.0
627,627,0.222222,0.111111,0.222222,0.0,0.0,0.222222,0.222222,0.111111,0.111111,0.222222,0.222222,0.333333,0.222222,0.222222,0.222222,0.222222,0.285714,0.142857,0.285714,0.0,0.0,0.285714,0.285714,0.142857,0.142857,0.285714,0.285714,0.428571,0.285714,0.285714,0.285714,0.285714,0.666667,0.333333,0.666667,0.0,0.0,0.666667,0.666667,0.333333,0.333333,0.666667,0.666667,1.0,0.666667,0.666667,0.666667,0.666667,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
628,628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.181818,0.0,0.0,0.0,0.0
629,629,0.222222,0.111111,0.111111,0.111111,0.111111,0.222222,0.111111,0.0,0.0,0.111111,0.111111,0.333333,0.111111,0.222222,0.111111,0.333333,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,0.3,0.1,0.2,0.1,0.3,0.285714,0.142857,0.142857,0.142857,0.142857,0.285714,0.142857,0.0,0.0,0.142857,0.142857,0.428571,0.142857,0.285714,0.142857,0.428571,0.333333,0.166667,0.166667,0.166667,0.166667,0.333333,0.166667,0.0,0.0,0.166667,0.166667,0.5,0.166667,0.333333,0.166667,0.5
630,630,0.0909091,0.0909091,0.181818,0.0909091,0.0,0.272727,0.181818,0.272727,0.272727,0.0909091,0.0,0.272727,0.272727,0.272727,0.0,0.0,0.125,0.125,0.25,0.125,0.0,0.375,0.25,0.375,0.375,0.125,0.0,0.375,0.375,0.375,0.0,0.0,0.142857,0.142857,0.285714,0.142857,0.0,0.428571,0.285714,0.428571,0.428571,0.142857,0.0,0.428571,0.428571,0.428571,0.0,0.0,0.0909091,0.0909091,0.181818,0.0909091,0.0,0.272727,0.181818,0.272727,0.272727,0.0909091,0.0,0.272727,0.272727,0.272727,0.0,0.0
631,631,0.166667,0.166667,0.333333,0.166667,0.166667,0.5,0.333333,0.166667,0.166667,0.5,0.5,0.5,0.333333,0.5,0.5,0.5,0.142857,0.142857,0.285714,0.142857,0.142857,0.428571,0.285714,0.142857,0.142857,0.428571,0.428571,0.428571,0.285714,0.428571,0.428571,0.428571,0.142857,0.142857,0.285714,0.142857,0.142857,0.428571,0.285714,0.142857,0.142857,0.428571,0.428571,0.428571,0.285714,0.428571,0.428571,0.428571,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0
632,632,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.2,0.2,0.3,0.1,0.1,0.3,0.2,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.0,0.25,0.25,0.375,0.125,0.125,0.375,0.25,0.222222,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.222222,0.0,0.222222,0.222222,0.333333,0.111111,0.111111,0.333333,0.222222,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.0,0.4,0.4,0.6,0.2,0.2,0.6,0.4
633,633,0.142857,0.142857,0.142857,0.0,0.0,0.285714,0.285714,0.285714,0.142857,0.285714,0.0,0.428571,0.142857,0.142857,0.142857,0.285714,0.142857,0.142857,0.142857,0.0,0.0,0.285714,0.285714,0.285714,0.142857,0.285714,0.0,0.428571,0.142857,0.142857,0.142857,0.285714,0.111111,0.111111,0.111111,0.0,0.0,0.222222,0.222222,0.222222,0.111111,0.222222,0.0,0.333333,0.111111,0.111111,0.111111,0.222222,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0
634,634,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.666667,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.666667,0.0,0.333333,0.333333,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.666667,0.0
635,635,0.285714,0.285714,0.0,0.285714,0.0,0.142857,0.285714,0.0,0.0,0.0,0.142857,0.285714,0.142857,0.142857,0.285714,0.285714,0.4,0.4,0.0,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.4,0.4,0.333333,0.333333,0.0,0.333333,0.0,0.166667,0.333333,0.0,0.0,0.0,0.166667,0.333333,0.166667,0.166667,0.333333,0.333333,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0
636,636,0.0909091,0.181818,0.0,0.0909091,0.0,0.272727,0.0909091,0.0909091,0.0909091,0.272727,0.272727,0.272727,0.0,0.181818,0.181818,0.272727,0.0909091,0.181818,0.0,0.0909091,0.0,0.272727,0.0909091,0.0909091,0.0909091,0.272727,0.272727,0.272727,0.0,0.181818,0.181818,0.272727,0.111111,0.222222,0.0,0.111111,0.0,0.333333,0.111111,0.111111,0.111111,0.333333,0.333333,0.333333,0.0,0.222222,0.222222,0.333333,0.2,0.4,0.0,0.2,0.0,0.6,0.2,0.2,0.2,0.6,0.6,0.6,0.0,0.4,0.4,0.6
637,637,0.428571,0.0,0.0,0.428571,0.142857,0.142857,0.428571,0.142857,0.142857,0.285714,0.285714,0.285714,0.285714,0.142857,0.285714,0.285714,0.272727,0.0,0.0,0.272727,0.0909091,0.0909091,0.272727,0.0909091,0.0909091,0.181818,0.181818,0.181818,0.181818,0.0909091,0.181818,0.181818,0.333333,0.0,0.0,0.333333,0.111111,0.111111,0.333333,0.111111,0.111111,0.222222,0.222222,0.222222,0.222222,0.111111,0.222222,0.222222,1.5,0.0,0.0,1.5,0.5,0.5,1.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0
638,638,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.4,0.4,0.4,0.0,0.6,0.6,0.6,0.0,0.2,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,1.5,1.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.5,1.5,1.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0
639,639,0.125,0.375,0.125,0.25,0.125,0.0,0.0,0.0,0.125,0.125,0.25,0.125,0.0,0.0,0.25,0.0,0.333333,1.0,0.333333,0.666667,0.333333,0.0,0.0,0.0,0.333333,0.333333,0.666667,0.333333,0.0,0.0,0.666667,0.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.125,0.375,0.125,0.25,0.125,0.0,0.0,0.0,0.125,0.125,0.25,0.125,0.0,0.0,0.25,0.0
640,640,0.75,0.0,0.0,0.75,0.0,0.75,0.75,0.0,0.25,0.75,0.25,0.75,0.75,0.75,0.5,0.25,0.272727,0.0,0.0,0.272727,0.0,0.272727,0.272727,0.0,0.0909091,0.272727,0.0909091,0.272727,0.272727,0.272727,0.181818,0.0909091,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0
641,641,0.111111,0.333333,0.0,0.333333,0.111111,0.222222,0.0,0.0,0.0,0.0,0.0,0.111111,0.111111,0.222222,0.222222,0.0,0.166667,0.5,0.0,0.5,0.166667,0.333333,0.0,0.0,0.0,0.0,0.0,0.166667,0.166667,0.333333,0.333333,0.0,0.1,0.3,0.0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.0,0.2,0.6,0.0,0.6,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.4,0.0
642,642,0.2,0.1,0.3,0.0,0.1,0.2,0.2,0.0,0.0,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.222222,0.111111,0.333333,0.0,0.111111,0.222222,0.222222,0.0,0.0,0.222222,0.222222,0.111111,0.222222,0.222222,0.222222,0.222222,0.333333,0.166667,0.5,0.0,0.166667,0.333333,0.333333,0.0,0.0,0.333333,0.333333,0.166667,0.333333,0.333333,0.333333,0.333333,0.181818,0.0909091,0.272727,0.0,0.0909091,0.181818,0.181818,0.0,0.0,0.181818,0.181818,0.0909091,0.181818,0.181818,0.181818,0.181818
643,643,0.375,0.125,0.125,0.25,0.125,0.375,0.375,0.0,0.125,0.375,0.25,0.25,0.375,0.375,0.375,0.25,0.75,0.25,0.25,0.5,0.25,0.75,0.75,0.0,0.25,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.3,0.1,0.1,0.2,0.1,0.3,0.3,0.0,0.1,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.375,0.125,0.125,0.25,0.125,0.375,0.375,0.0,0.125,0.375,0.25,0.25,0.375,0.375,0.375,0.25
644,644,0.5,0.0,0.25,0.0,0.0,0.75,0.25,0.25,0.0,0.5,0.0,0.75,0.75,0.75,0.0,0.25,0.222222,0.0,0.111111,0.0,0.0,0.333333,0.111111,0.111111,0.0,0.222222,0.0,0.333333,0.333333,0.333333,0.0,0.111111,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,1.0,0.666667,0.0,0.333333,0.0,0.0,1.0,0.333333,0.333333,0.0,0.666667,0.0,1.0,1.0,1.0,0.0,0.333333
645,645,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.3,0.1,0.1,0.3,0.3,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.3,0.1,0.1,0.3,0.3,0.142857,0.0,0.0,0.142857,0.0,0.142857,0.142857,0.0,0.0,0.142857,0.142857,0.428571,0.142857,0.142857,0.428571,0.428571,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.3,0.1,0.1,0.3,0.3
646,646,0.0,0.25,0.125,0.25,0.25,0.25,0.25,0.125,0.0,0.0,0.25,0.375,0.25,0.25,0.375,0.25,0.0,0.181818,0.0909091,0.181818,0.181818,0.181818,0.181818,0.0909091,0.0,0.0,0.181818,0.272727,0.181818,0.181818,0.272727,0.181818,0.0,0.666667,0.333333,0.666667,0.666667,0.666667,0.666667,0.333333,0.0,0.0,0.666667,1.0,0.666667,0.666667,1.0,0.666667,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0
647,647,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
